Competition,Type of race,Sex,HOST NATION,Country,DAY,MONTH,YEAR,TIME,Latitude,Longitude,NOAA Station ID,Station Location,Distance from location (km),Air Temperature (C),Dew Point (C),Wind Speed (m/s),Adjusted wind speed,Relative Humidity (%),Clouds (OKTA),Diff from requested Time (minutes),Time zone,Solar Radiation accounting for clouds (tilt surface)(W/m},Heat Index (National Oceanic and Atmospheric Administration; Last modified 2014) - [°C],Simplified Wet Bulb Globe Temperature (American College of Sports Medicine; 1984) - [°C],Wet Bulb Globe Temperature (outdoor) (Yaglou; 1956) - [°C],World Record,Standing record,Finished time (1st),Finished time (2nd),Finished time (3rd),Finished time (4th),Finished time (5th),Finished time (6th),Finished time (7th),Finished time (8th),Finished time (9th),Finished time (10th),time_avgTop3
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,12,4,2015,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,10.0,5.0,5.3,2.2,71.1,5,,2,292,8.9,13,9.4,02:15:25,02:18:58,02:26:30,02:28:12,02:29:38,,,,,,,,02:28:07
Gold Marathon,Marathon,Men,Seoul,South Korea,15,3,2015,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.0,-9.5,3.6,1.5,26.0,0,60,9,0,6.6,10.2,3.7,02:02:57,02:05:37,02:06:11,02:06:59,02:07:47,,,,,,,,02:06:59
Gold Marathon,Marathon,Women,Seoul,South Korea,15,3,2015,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,9.0,-9.5,3.6,1.5,26.0,0,60,9,0,6.6,10.2,3.7,02:15:25,02:19:51,02:26:22,02:28:20,02:28:39,,,,,,,,02:27:47
Gold Marathon,Marathon,Men,Shanghai ,China,8,11,2015,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,14.0,12.0,4.0,1.7,87.8,8,0,8,7,13.7,17.4,12.9,02:02:57,02:08:43,02:07:14,02:07:40,02:08:53,,,,,,,,02:07:56
Gold Marathon,Marathon,Women,Shanghai ,China,8,11,2015,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,14.0,12.0,4.0,1.7,87.8,8,0,8,7,13.7,17.4,12.9,02:15:25,02:21:52,02:26:21,02:28:09,02:33:55,,,,,,,,02:29:28
Gold Marathon,Marathon,Men,Sydney,Australia,20,9,2015,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,16.6,11.7,0.0,0.0,72.8,6,0,10,614,16.2,18.8,24,02:02:57,02:11:18,02:12:44,02:12:48,02:13:09,,,,,,,,02:12:54
Gold Marathon,Marathon,Women,Sydney,Australia,20,9,2015,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,16.6,11.7,0.0,0.0,72.8,6,0,10,614,16.2,18.8,24,02:15:25,02:29:42,02:34:38,02:35:43,02:39:28,,,,,,,,02:36:36
Gold Marathon,Marathon,Men,TOKYO,JAPAN,22,2,2015,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.2,4.2,1.0,0.4,81.2,7,0,9,0,6.1,11.3,5.2,02:02:57,02:05:42,02:06:00,02:06:33,02:06:34,,,,,,,,02:06:22
Gold Marathon,Marathon,Women,TOKYO,JAPAN,22,2,2015,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.2,4.2,1.0,0.4,81.2,7,0,9,0,6.1,11.3,5.2,02:15:25,02:22:23,02:23:15,02:24:03,02:24:26,,,,,,,,02:23:55
Gold Marathon,Marathon,Men,Valencia,Spain,15,11,2015,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,12.0,10.0,0.0,0.0,87.6,8,0,2,0,11.5,15.6,9.9,02:02:57,02:07:14,02:06:13,02:06:33,02:07:07,,,,,,,,02:06:38
Gold Marathon,Marathon,Women,Valencia,Spain,15,11,2015,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,12.0,10.0,0.0,0.0,87.6,8,0,2,0,11.5,15.6,9.9,02:15:25,02:27:01,02:26:53,02:27:30,02:27:59,,,,,,,,02:27:27
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,12,4,2015,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,15.0,7.0,7.8,3.2,58.8,2,,2,0,14.1,16.4,11.6,02:02:57,02:05:41,02:07:31,02:12:14,02:12:48,,,,,,,,02:10:51
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,12,4,2015,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,15.0,7.0,7.8,3.2,58.8,2,,2,0,14.1,16.4,11.6,02:15:25,02:23:47,02:30:09,02:30:19,02:30:32,,,,,,,,02:30:20
Gold Marathon,Marathon,Men,Xiamen,China,3,1,2015,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,17.0,6.0,3.0,1.2,48.3,2,30,8,0,16,17.3,12.4,02:02:57,02:07:32,02:06:19,02:06:54,02:08:09,,,,,,,,02:07:07
Gold Marathon,Marathon,Women,Xiamen,China,3,1,2015,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,17.0,6.0,3.0,1.2,48.3,2,30,8,0,16,17.3,12.4,02:15:25,02:21:36,02:19:52,02:27:38,02:27:53,,,,,,,,02:25:08
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,16,10,2016,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,13.0,10.0,5.7,2.4,82.0,7,5,2,0,12.5,16.1,11.5,02:02:57,02:05:35,02:05:20,02:05:45,02:05:47,,,,,,,,02:05:37
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,16,10,2016,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,13.0,10.0,5.7,2.4,82.0,7,5,2,0,12.5,16.1,11.5,02:15:25,02:21:08,02:23:21,02:24:26,02:25:00,,,,,,,,02:24:16
Gold Marathon,Marathon,Men,Berlin,Germany,25,9,2016,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,17.0,9.0,2.6,1.1,59.3,3,10,2,70,16.3,18.1,13.9,02:02:57,02:02:57,02:03:03,02:03:13,02:05:31,,,,,,,,02:03:56
Gold Marathon,Marathon,Women,Berlin,Germany,25,9,2016,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,17.0,9.0,2.6,1.1,59.3,3,10,2,70,16.3,18.1,13.9,02:15:25,02:19:12,02:20:45,02:23:58,02:24:41,,,,,,,,02:23:08
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,18,4,2016,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.2,0.6,0.0,0.0,62.9,9,0,-4,0,5.6,10.5,3.4,02:02:57,02:03:02,02:12:45,02:13:32,02:14:02,,,,,,,,02:13:26
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,18,4,2016,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.2,0.6,0.0,0.0,62.9,9,0,-4,0,5.6,10.5,3.4,02:15:25,02:19:59,02:29:19,02:30:03,02:30:50,,,,,,,,02:30:04
Gold Marathon,Marathon,Men,Chicago,US,9,10,2016,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,11.7,7.2,0.0,0.0,73.9,9,23,-5,0,10.9,14.6,8.7,02:02:57,02:03:45,02:11:23,02:11:26,02:12:20,,,,,,,,02:11:43
Gold Marathon,Marathon,Women,Chicago,US,9,10,2016,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,11.7,7.2,0.0,0.0,73.9,9,23,-5,0,10.9,14.6,8.7,02:15:25,02:17:18,02:21:32,02:23:28,02:23:41,,,,,,,,02:22:54
Gold Marathon,Marathon,Men,Fukuoka,Japan,4,12,2016,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,12.4,11.6,2.1,0.9,94.9,8,30,9,0,12.2,16.3,11.6,02:02:57,02:05:18,02:08:48,02:08:57,02:09:11,,,,,,,,02:08:59
Gold Marathon,Marathon,Men,Lake Biwa,Japan,6,3,2016,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,17.5,10.2,3.6,1.5,62.3,4,15,9,0,16.9,18.8,14.1,02:02:57,02:06:13,02:09:11,02:09:16,02:09:19,,,,,,,,02:09:15
Gold Marathon,Marathon,Men,LONDON,UK,24,4,2016,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,7.0,2.0,4.7,2.0,70.5,5,0,1,0,5.6,10.7,4.9,02:02:57,02:04:29,02:03:05,02:03:51,02:06:36,,,,,,,,02:04:31
Gold Marathon,Marathon,Women,LONDON,UK,24,4,2016,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,7.0,2.0,4.7,2.0,70.5,5,0,1,0,5.6,10.7,4.9,02:15:25,02:15:25,02:22:58,02:23:03,02:23:39,,,,,,,,02:23:13
Gold Marathon,Marathon,Men,New York,US,6,11,2016,9:30:00,40.7127281,-74.006015,72055399999,NY US; PORT AUTH DOWNTN MANHATTAN WALL ST HEL,1.3,13.0,3.0,8.6,3.6,50.6,2,,-4,335,11.7,14.3,10.7,02:02:57,02:05:05,02:07:51,02:08:53,02:11:23,,,,,,,,02:09:22
Gold Marathon,Marathon,Women,New York,US,6,11,2016,9:30:00,40.7127281,-74.006015,72055399999,NY US; PORT AUTH DOWNTN MANHATTAN WALL ST HEL,1.3,13.0,3.0,8.6,3.6,50.6,2,,-4,335,11.7,14.3,10.7,02:15:25,02:22:31,02:24:26,02:28:01,02:28:13,,,,,,,,02:26:53
Gold Marathon,Marathon,Men,PARIS,FRANCE,3,4,2016,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,15.8,10.8,2.6,1.1,72.2,5,0,2,0,15.3,18,13.3,02:02:57,02:05:04,02:07:11,02:07:29,02:07:37,,,,,,,,02:07:26
Gold Marathon,Marathon,Women,PARIS,FRANCE,3,4,2016,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,15.8,10.8,2.6,1.1,72.2,5,0,2,0,15.3,18,13.3,02:15:25,02:21:05,02:25:53,02:26:14,02:28:12,,,,,,,,02:26:46
Olympic,Marathon,Men,RIO DE JANEIRO,BRAZIL,21,8,2016,9:30:00,-22.911013,-43.209372,83755099999,BR; SANTOS DUMONT,4.7,22.0,21.0,4.1,1.7,94.1,8,30,-3,117,22.7,26.2,21.9,02:02:57,02:06:32,02:08:44,02:09:54,02:10:05,02:11:04,02:11:15,02:11:30,02:11:42,02:11:49,02:11:52,02:12:29,02:09:34
Olympic,Marathon,Women,RIO DE JANEIRO,BRAZIL,14,8,2016,9:30:00,-22.911013,-43.209372,83755099999,BR; SANTOS DUMONT,4.7,18.0,17.0,2.6,1.1,93.9,8,30,-3,140,18.3,21.8,18.2,,,,,,,,,,,,,#DIV/0!
World Championships,Marathon,Women,RIO DE JANEIRO,BRAZIL,14,8,2016,9:30:00,-22.911013,-43.209372,83755099999,BR; SANTOS DUMONT,4.7,18.0,17.0,2.6,1.1,93.9,8,30,-3,112,18.3,21.8,18,02:17:42,02:20:57,02:24:04,02:24:13,02:24:30,02:24:47,02:24:48,02:25:26,02:26:08,02:27:36,02:28:25,02:28:36,02:24:16
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,10,4,2016,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,11.2,3.4,2.0,0.8,58.7,3,0,2,479,9.9,13.4,12,02:02:57,02:04:26,02:06:11,02:06:22,02:07:23,,,,,,,,02:06:39
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,10,4,2016,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,11.2,3.4,2.0,0.8,58.7,3,0,2,479,9.9,13.4,12,02:15:25,02:18:58,02:26:15,02:28:04,02:29:16,,,,,,,,02:27:52
Gold Marathon,Marathon,Men,Seoul,South Korea,20,3,2016,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,13.4,-0.2,3.1,1.3,39.2,1,60,9,0,11.8,13.9,8.4,02:02:57,02:05:37,02:05:13,02:05:33,02:06:10,,,,,,,,02:05:39
Gold Marathon,Marathon,Women,Seoul,South Korea,20,3,2016,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,13.4,-0.2,3.1,1.3,39.2,1,60,9,0,11.8,13.9,8.4,02:15:25,02:19:51,02:24:14,02:24:28,02:24:59,,,,,,,,02:24:34
Gold Marathon,Marathon,Men,Shanghai ,China,30,10,2016,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,18.0,9.0,4.0,1.7,55.7,3,0,8,261,17.3,18.7,15.5,02:02:57,02:07:14,02:10:18,02:11:16,02:13:30,,,,,,,,02:11:41
Gold Marathon,Marathon,Women,Shanghai ,China,30,10,2016,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,18.0,9.0,4.0,1.7,55.7,3,0,8,261,17.3,18.7,15.5,02:15:25,02:21:52,02:26:17,02:26:18,02:27:07,,,,,,,,02:26:34
Gold Marathon,Marathon,Men,Sydney,Australia,18,9,2016,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,14.2,12.6,0.0,0.0,90.1,8,0,10,208,14,17.7,16.2,02:02:57,02:11:18,02:12:13,02:13:09,02:14:15,,,,,,,,02:13:12
Gold Marathon,Marathon,Women,Sydney,Australia,18,9,2016,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,14.2,12.6,0.0,0.0,90.1,8,0,10,208,14,17.7,16.2,02:15:25,02:29:42,02:32:20,02:29:02,02:44:15,,,,,,,,02:35:12
Gold Marathon,Marathon,Men,TOKYO,JAPAN,28,2,2016,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,10.1,2.5,4.1,1.7,59.2,3,0,9,0,8.7,12.5,7.1,02:02:57,02:05:42,02:06:56,02:07:33,02:07:34,,,,,,,,02:07:21
Gold Marathon,Marathon,Women,TOKYO,JAPAN,28,2,2016,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,10.1,2.5,4.1,1.7,59.2,3,0,9,0,8.7,12.5,7.1,02:15:25,02:22:23,02:21:27,02:21:51,02:22:36,,,,,,,,02:21:58
Gold Marathon,Marathon,Men,Valencia,Spain,20,11,2016,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,14.0,5.0,4.1,1.7,54.6,3,0,2,0,12.9,15.3,10.3,02:02:57,02:06:13,02:07:39,02:08:04,02:08:12,,,,,,,,02:07:58
Gold Marathon,Marathon,Women,Valencia,Spain,20,11,2016,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,14.0,5.0,4.1,1.7,54.6,3,0,2,0,12.9,15.3,10.3,02:15:25,02:26:53,02:24:46,02:25:11,02:26:09,,,,,,,,02:25:22
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,10,4,2016,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,9.8,3.2,6.0,2.5,63.5,4,0,2,152,8.5,12.5,8,02:02:57,02:05:41,02:09:48,02:10:09,02:10:15,,,,,,,,02:10:04
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,10,4,2016,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,9.8,3.2,6.0,2.5,63.5,4,0,2,152,8.5,12.5,8,02:15:25,02:23:47,02:24:31,02:25:27,02:31:50,,,,,,,,02:27:16
Gold Marathon,Marathon,Men,Xiamen,China,2,1,2016,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,18.0,14.0,2.0,0.8,77.5,6,30,8,0,17.9,20.4,15.8,02:02:57,02:06:19,02:10:18,02:10:20,02:11:09,,,,,,,,02:10:36
Gold Marathon,Marathon,Women,Xiamen,China,2,1,2016,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,18.0,14.0,2.0,0.8,77.5,6,30,8,0,17.9,20.4,15.8,02:15:25,02:19:52,02:24:04,02:24:32,02:26:53,,,,,,,,02:25:10
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,15,10,2017,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,17.0,14.0,4.6,1.9,82.5,7,5,2,1,16.9,19.9,15.4,02:02:57,02:05:20,02:05:09,02:05:10,02:05:26,,,,,,,,02:05:15
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,15,10,2017,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,17.0,14.0,4.6,1.9,82.5,7,5,2,1,16.9,19.9,15.4,02:15:25,02:21:08,02:21:53,02:24:48,02:25:23,,,,,,,,02:24:01
Gold Marathon,Marathon,Men,Berlin,Germany,24,9,2017,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,15.0,14.0,2.1,0.9,93.8,8,10,2,20,15,18.7,14.3,02:02:57,02:02:57,02:03:32,02:03:46,02:06:09,,,,,,,,02:04:29
Gold Marathon,Marathon,Women,Berlin,Germany,24,9,2017,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,15.0,14.0,2.1,0.9,93.8,8,10,2,20,15,18.7,14.3,02:15:25,02:19:12,02:20:23,02:20:41,02:20:53,,,,,,,,02:20:39
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,17,4,2017,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,18.3,13.9,5.1,2.1,75.6,1,0,-4,313,18.2,20.6,17.7,02:02:57,02:03:02,02:09:37,02:09:58,02:10:28,,,,,,,,02:10:01
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,17,4,2017,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,18.3,13.9,5.1,2.1,75.6,1,0,-4,313,18.2,20.6,17.7,02:15:25,02:19:59,02:21:52,02:22:51,02:23:00,,,,,,,,02:22:34
Gold Marathon,Marathon,Men,Chicago,US,8,10,2017,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,14.4,12.8,3.1,1.3,90.1,5,23,-5,113,14.2,17.9,14.1,02:02:57,02:03:45,02:09:20,02:09:48,02:10:23,,,,,,,,02:09:50
Gold Marathon,Marathon,Women,Chicago,US,8,10,2017,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,14.4,12.8,3.1,1.3,90.1,5,23,-5,113,14.2,17.9,14.1,02:15:25,02:17:18,02:18:30,02:20:22,02:20:57,,,,,,,,02:19:56
Gold Marathon,Marathon,Men,Fukuoka,Japan,3,12,2017,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,11.8,5.7,1.5,0.6,66.2,4,30,9,0,10.8,14.2,8.9,02:02:57,02:05:18,02:05:48,02:07:10,02:07:19,,,,,,,,02:06:46
Gold Marathon,Marathon,Men,Lake Biwa,Japan,5,3,2017,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,10.1,4.3,1.0,0.4,67.2,5,15,9,0,8.9,12.9,7.2,02:02:57,02:06:13,02:09:06,02:09:15,02:09:59,,,,,,,,02:09:27
Gold Marathon,Marathon,Men,LONDON,UK,23,4,2017,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,11.0,2.0,4.2,1.7,53.8,2,0,1,0,9.6,13,7.5,02:02:57,02:03:05,02:05:48,02:05:57,02:07:41,,,,,,,,02:06:29
World Championships,Marathon,Men,LONDON,UK,6,8,2017,10:55:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,19.0,10.0,4.7,2.0,55.9,2,5,1,733,18.4,19.5,18.8,02:02:57,02:06:54,02:08:27,02:09:49,02:09:51,02:10:17,02:10:56,02:10:56,02:12:07,02:12:16,02:12:19,02:12:41,02:09:22
Gold Marathon,Marathon,Women,LONDON,UK,23,4,2017,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,11.0,2.0,4.2,1.7,53.8,2,0,1,0,9.6,13,7.5,02:15:25,02:15:25,02:17:01,02:17:56,02:23:08,,,,,,,,02:19:22
World Championships,Marathon,Women,LONDON,UK,6,8,2017,14:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,21.0,9.0,6.7,2.8,46.2,1,0,1,337,20.4,20.4,17.3,02:17:01,02:20:57,02:27:11,02:27:18,02:27:18,02:27:21,02:27:58,02:28:17,02:28:19,02:28:49,02:28:59,02:29:01,02:27:16
Gold Marathon,Marathon,Men,New York,US,5,11,2017,9:30:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,11.7,8.3,2.6,1.1,79.7,5,8,-4,152,11,14.9,11,02:02:57,02:05:05,02:10:53,02:10:56,02:11:32,,,,,,,,02:11:07
Gold Marathon,Marathon,Women,New York,US,5,11,2017,9:30:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,11.7,8.3,2.6,1.1,79.7,5,8,-4,152,11,14.9,11,02:15:25,02:22:31,02:26:53,02:27:54,02:28:08,,,,,,,,02:27:38
Gold Marathon,Marathon,Men,PARIS,FRANCE,9,4,2017,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.1,8.1,1.5,0.6,52.1,2,0,2,0,17.3,18.5,13.6,02:02:57,02:05:04,02:06:10,02:06:57,02:07:12,,,,,,,,02:06:46
Gold Marathon,Marathon,Women,PARIS,FRANCE,9,4,2017,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,18.1,8.1,1.5,0.6,52.1,2,0,2,0,17.3,18.5,13.6,02:15:25,02:21:05,02:20:55,02:20:59,02:21:22,,,,,,,,02:21:05
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,9,4,2017,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,15.9,7.6,3.0,1.2,57.8,3,0,2,589,15.1,17.1,16.3,02:02:57,02:04:26,02:06:03,02:06:21,02:06:24,,,,,,,,02:06:16
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,9,4,2017,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,15.9,7.6,3.0,1.2,57.8,3,0,2,589,15.1,17.1,16.3,02:15:25,02:18:58,02:24:18,02:24:27,02:25:17,,,,,,,,02:24:41
Gold Marathon,Marathon,Men,Seoul,South Korea,19,3,2017,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,16.5,-6.0,2.8,1.2,20.8,0,60,9,0,14.7,14.8,9.2,02:02:57,02:05:13,02:05:54,02:06:03,02:06:05,,,,,,,,02:06:01
Gold Marathon,Marathon,Women,Seoul,South Korea,19,3,2017,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,16.5,-6.0,2.8,1.2,20.8,0,60,9,0,14.7,14.8,9.2,02:15:25,02:19:51,02:25:52,02:25:57,02:26:52,,,,,,,,02:26:14
Gold Marathon,Marathon,Men,Shanghai ,China,12,11,2017,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,18.0,7.0,3.0,1.2,48.6,2,0,8,423,17.1,18.1,16.2,02:02:57,02:07:14,02:08:35,02:08:38,02:09:02,,,,,,,,02:08:45
Gold Marathon,Marathon,Women,Shanghai ,China,12,11,2017,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,18.0,7.0,3.0,1.2,48.6,2,0,8,423,17.1,18.1,16.2,02:15:25,02:21:52,02:22:40,02:23:29,02:23:32,,,,,,,,02:23:14
Gold Marathon,Marathon,Men,Sydney,Australia,17,9,2017,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,15.1,3.0,0.0,0.0,44.2,1,0,10,735,13.8,15.5,22.9,02:02:57,02:11:18,02:15:16,02:15:38,02:15:54,,,,,,,,02:15:36
Gold Marathon,Marathon,Women,Sydney,Australia,17,9,2017,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,15.1,3.0,0.0,0.0,44.2,1,0,10,735,13.8,15.5,22.9,02:15:25,02:29:42,02:28:02,02:29:00,02:30:12,,,,,,,,02:29:05
Gold Marathon,Marathon,Men,TOKYO,JAPAN,26,2,2017,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,9.5,-3.4,2.6,1.1,40.1,1,0,9,0,7.6,11.2,5.1,02:02:57,02:05:42,02:03:58,02:05:51,02:06:25,,,,,,,,02:05:25
Gold Marathon,Marathon,Women,TOKYO,JAPAN,26,2,2017,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,9.5,-3.4,2.6,1.1,40.1,1,0,9,0,7.6,11.2,5.1,02:15:25,02:21:27,02:19:47,02:21:19,02:23:09,,,,,,,,02:21:25
Gold Marathon,Marathon,Men,Valencia,Spain,19,11,2017,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,9.2,2.7,1.3,0.5,63.8,4,30,2,0,7.8,12.1,6.2,02:02:57,02:06:13,02:05:15,02:05:30,02:06:38,,,,,,,,02:05:48
Gold Marathon,Marathon,Women,Valencia,Spain,19,11,2017,8:30:00,39.4697065,-0.3763353,8285099999,SP; VALENCIA VIVEROS,1.6,9.2,2.7,1.3,0.5,63.8,4,30,2,0,7.8,12.1,6.2,02:15:25,02:24:46,02:26:14,02:27:11,02:27:18,,,,,,,,02:26:54
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,23,4,2017,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,9.2,-2.6,6.0,2.5,43.4,1,0,2,74,7.3,11.1,5.7,02:02:57,02:05:41,02:08:40,02:08:42,02:09:10,,,,,,,,02:08:51
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,23,4,2017,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,9.2,-2.6,6.0,2.5,43.4,1,0,2,74,7.3,11.1,5.7,02:15:25,02:23:47,02:24:20,02:24:25,02:25:17,,,,,,,,02:24:41
Gold Marathon,Marathon,Men,Xiamen,China,2,1,2017,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,24.0,15.0,2.0,0.8,57.2,3,30,8,0,23.9,24.3,19.6,02:02:57,02:06:19,02:08:27,02:10:20,02:10:36,,,,,,,,02:09:48
Gold Marathon,Marathon,Women,Xiamen,China,2,1,2017,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,24.0,15.0,2.0,0.8,57.2,3,30,8,0,23.9,24.3,19.6,02:15:25,02:19:52,02:25:58,02:26:27,02:26:47,,,,,,,,02:26:24
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,21,10,2018,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,13.0,9.0,4.6,1.9,76.7,6,5,2,0,12.4,15.8,11.1,02:01:39,02:05:09,02:04:06,02:04:37,02:04:40,,,,,,,,02:04:28
